ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Cod_qualifica;Desc_qualifica;GENERE;Età_MEDIA
2020;04301;Macerata - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;57,5
2020;04301;Macerata - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);F;49,9
2020;04301;Macerata - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);M;51,8
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,9
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44,5
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;34,0
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40,3
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;51,7
2020;04301;Macerata - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;50,7
2020;04301;Macerata - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;34,1
2020;04301;Macerata - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;33,8
2020;04302;Camerino - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);F;55,7
2020;04302;Camerino - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;59,3
2020;04302;Camerino - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);M;53,7
2020;04302;Camerino - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);F;54,0
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,7
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44,6
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;40,1
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,7
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;54,7
2020;04302;Camerino - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57,9
2020;04302;Camerino - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;34,3
2020;04302;Camerino - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;35,5
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;53,0
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;50,3
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;45,0
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;42,7
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;34,3
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;37,7
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,3
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41,0
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;31,2
2020;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;35,5
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;60,5
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;60,2
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;53,8
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;53,8
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40,4
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,7
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44,2
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,0
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;55,8
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;56,5
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;34,6
2020;04801;Firenze - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;34,6
2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;58,0
2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;2PA;Prof. II fascia (associato);F;39,0
2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;34,0
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;58,5
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;58,7
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;51,8
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;52,5
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,8
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36,2
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41,3
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,5
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;55,4
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;54,6
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33,7
2020;05001;Pisa - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;32,8
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;63,0
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;60,0
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;46,2
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;44,5
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,0
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36,9
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44,5
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44,3
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;58,0
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;49,3
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;32,5
2020;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33,8
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;55,7
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;55,3
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;2PA;Prof. II fascia (associato);F;48,8
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;2PA;Prof. II fascia (associato);M;45,0
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38,3
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,8
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;40,4
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;35,8
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;59,5
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;52,0
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33,5
2020;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;32,2
2020;05201;Siena - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;61,1
2020;05201;Siena - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;60,2
2020;05201;Siena - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;52,9
2020;05201;Siena - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;54,3
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,3
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;39,5
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,4
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,0
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;55,2
2020;05201;Siena - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;56,1
2020;05201;Siena - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33,8
2020;05201;Siena - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;35,3
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;58,4
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;56,5
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;51,8
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;53,8
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;46,5
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,0
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,0
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,5
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;48,7
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;55,0
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;36,9
2020;05202;Siena - Università per stranieri;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;35,6
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;1PO;Prof. I fascia (ordinario);F;60,9
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;1PO;Prof. I fascia (ordinario);M;60,8
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;2PA;Prof. II fascia (associato);M;53,5
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;2PA;Prof. II fascia (associato);F;53,8
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,9
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,2
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,6
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;40,1
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RU;Ricercatore a tempo indeterminato;F;52,2
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;3RU;Ricercatore a tempo indeterminato;M;53,6
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;4AR;Titolare di assegno di ricerca;F;35,7
2020;05401;Perugia - Università degli studi;Umbria;CENTRO;4AR;Titolare di assegno di ricerca;M;35,9
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;1PO;Prof. I fascia (ordinario);F;63,6
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;1PO;Prof. I fascia (ordinario);M;48,8
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;2PA;Prof. II fascia (associato);F;51,8
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;2PA;Prof. II fascia (associato);M;55,4
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,0
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,5
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44,0
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;3RU;Ricercatore a tempo indeterminato;F;54,3
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57,4
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;4AR;Titolare di assegno di ricerca;F;41,3
2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;4AR;Titolare di assegno di ricerca;M;36,0
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;60,5
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;58,2
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;56,0
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;53,6
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,1
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,9
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,0
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;41,2
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;53,9
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;52,8
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35,1
2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;38,2
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;59,4
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59,4
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;53,6
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;53,5
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40,0
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,0
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43,4
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,9
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;56,9
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;58,5
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35,7
2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;34,3
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59,3
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;59,8
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;54,6
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;54,4
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,5
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,8
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43,0
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,1
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;53,6
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;54,7
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;35,5
2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35,1
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;56,2
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;58,4
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;2PA;Prof. II fascia (associato);F;51,1
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;2PA;Prof. II fascia (associato);M;48,5
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,5
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;41,0
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;46,0
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;56,3
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;34,8
2020;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;34,8
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;56,8
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;54,8
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;46,5
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;48,2
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,6
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36,2
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39,5
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;45,7
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;32,1
2020;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;31,7
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;60,3
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;62,0
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51,8
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;53,1
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;45,0
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41,0
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44,5
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;50,0
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;52,3
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;33,0
2020;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;31,7
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;60,0
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;58,1
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51,6
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;49,8
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,8
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,8
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,6
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41,0
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;52,2
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;50,0
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;34,7
2020;05807;Roma - III Università degli studi;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;33,4
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;58,1
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;54,7
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;51,8
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;47,5
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40,9
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,6
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41,0
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;39,5
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;58,0
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;51,7
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;32,6
2020;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;35,0
