ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Cod_qualifica;Desc_qualifica;GENERE;Età_MEDIA
2019;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;45,0
2019;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,8
2019;05817;Roma - Link Campus University;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;47,5
2019;05817;Roma - Link Campus University;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;45,0
2019;05817;Roma - Link Campus University;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35,8
2019;05817;Roma - Link Campus University;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;36,0
2019;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36,0
2019;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;47,0
2019;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,8
2019;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,0
2019;05818;Roma - Saint Camillus International;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;32,0
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;61,2
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;56,9
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;55,4
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51,2
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41,2
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;52,0
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,0
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44,2
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;50,8
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;51,1
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;31,6
2019;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;32,9
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;1PO;Prof. I fascia (ordinario);F;54,1
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;1PO;Prof. I fascia (ordinario);M;58,4
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;2PA;Prof. II fascia (associato);F;50,7
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;2PA;Prof. II fascia (associato);M;51,4
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;35,2
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39,5
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;32,5
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38,3
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;48,6
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;47,0
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;4AR;Titolare di assegno di ricerca;F;34,6
2019;06201;Benevento - Università degli studi del Sannio;Campania;SUD;4AR;Titolare di assegno di ricerca;M;35,3
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;53,5
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;2PA;Prof. II fascia (associato);F;43,5
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;2PA;Prof. II fascia (associato);M;45,5
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;43,8
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,5
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;48,0
2019;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;54,0
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;1PO;Prof. I fascia (ordinario);F;58,3
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;58,9
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;2PA;Prof. II fascia (associato);F;52,5
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;2PA;Prof. II fascia (associato);M;51,8
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37,4
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,1
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,3
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,5
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;51,8
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;52,9
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;M;33,7
2019;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;F;34,9
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);F;54,7
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;55,2
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);F;46,3
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);M;49,2
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;37,8
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,6
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,2
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39,3
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;47,8
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;47,4
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;4AR;Titolare di assegno di ricerca;F;28,0
2019;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;4AR;Titolare di assegno di ricerca;M;33,0
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;1PO;Prof. I fascia (ordinario);F;61,7
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;59,8
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;2PA;Prof. II fascia (associato);F;52,6
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;2PA;Prof. II fascia (associato);M;51,4
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,6
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41,8
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;41,8
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40,6
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;60,2
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;56,0
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;4AR;Titolare di assegno di ricerca;F;36,9
2019;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;4AR;Titolare di assegno di ricerca;M;38,9
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;1PO;Prof. I fascia (ordinario);F;55,7
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;57,4
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;2PA;Prof. II fascia (associato);F;52,0
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;2PA;Prof. II fascia (associato);M;49,5
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37,0
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;52,5
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,4
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,7
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;50,7
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;51,0
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;4AR;Titolare di assegno di ricerca;F;35,0
2019;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;4AR;Titolare di assegno di ricerca;M;42,3
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;1PO;Prof. I fascia (ordinario);F;58,3
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;58,3
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;2PA;Prof. II fascia (associato);M;51,1
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;2PA;Prof. II fascia (associato);F;50,6
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38,9
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39,2
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37,2
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,6
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;50,9
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;53,0
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;4AR;Titolare di assegno di ricerca;F;33,8
2019;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;4AR;Titolare di assegno di ricerca;M;35,7
2019;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;1PO;Prof. I fascia (ordinario);M;54,0
2019;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;2PA;Prof. II fascia (associato);M;54,2
2019;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;2PA;Prof. II fascia (associato);F;56,0
2019;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;45,3
2019;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,4
2019;06501;Salerno - Università degli studi;Campania;SUD;1PO;Prof. I fascia (ordinario);F;59,5
2019;06501;Salerno - Università degli studi;Campania;SUD;1PO;Prof. I fascia (ordinario);M;58,9
2019;06501;Salerno - Università degli studi;Campania;SUD;2PA;Prof. II fascia (associato);F;50,9
2019;06501;Salerno - Università degli studi;Campania;SUD;2PA;Prof. II fascia (associato);M;51,7
2019;06501;Salerno - Università degli studi;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36,3
2019;06501;Salerno - Università degli studi;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,6
2019;06501;Salerno - Università degli studi;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39,3
2019;06501;Salerno - Università degli studi;Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;39,6
2019;06501;Salerno - Università degli studi;Campania;SUD;3RU;Ricercatore a tempo indeterminato;F;48,1
2019;06501;Salerno - Università degli studi;Campania;SUD;3RU;Ricercatore a tempo indeterminato;M;51,2
2019;06501;Salerno - Università degli studi;Campania;SUD;4AR;Titolare di assegno di ricerca;M;35,8
2019;06501;Salerno - Università degli studi;Campania;SUD;4AR;Titolare di assegno di ricerca;F;35,9
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);F;59,1
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);M;60,1
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;2PA;Prof. II fascia (associato);F;53,7
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;2PA;Prof. II fascia (associato);M;53,5
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,0
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;35,1
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,2
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41,4
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;M;55,3
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;F;54,6
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;F;36,7
2019;06601;L'Aquila - Università degli studi;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;M;35,3
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);F;47,0
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);M;54,4
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;2PA;Prof. II fascia (associato);F;37,0
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;2PA;Prof. II fascia (associato);M;44,0
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;38,8
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;37,9
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,0
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37,0
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;M;34,3
2019;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;F;32,9
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);F;54,6
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);M;57,4
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;2PA;Prof. II fascia (associato);F;49,1
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;2PA;Prof. II fascia (associato);M;53,2
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;37,6
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;34,0
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;32,5
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,7
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;M;53,2
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;F;49,8
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;F;32,4
2019;06701;Teramo - Università degli studi;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;M;31,8
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);F;58,8
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;1PO;Prof. I fascia (ordinario);M;59,3
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;2PA;Prof. II fascia (associato);F;51,6
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;2PA;Prof. II fascia (associato);M;52,7
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43,5
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42,5
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,6
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37,9
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;M;52,9
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;3RU;Ricercatore a tempo indeterminato;F;50,8
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;F;36,7
2019;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;4AR;Titolare di assegno di ricerca;M;36,8
2019;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;44,5
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;1PO;Prof. I fascia (ordinario);F;56,5
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;1PO;Prof. I fascia (ordinario);M;57,5
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;2PA;Prof. II fascia (associato);M;54,1
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;2PA;Prof. II fascia (associato);F;52,9
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44,1
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,1
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38,4
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38,4
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RU;Ricercatore a tempo indeterminato;F;53,8
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;3RU;Ricercatore a tempo indeterminato;M;54,4
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;4AR;Titolare di assegno di ricerca;F;34,9
2019;07001;Campobasso - Università degli studi del Molise;Molise;SUD;4AR;Titolare di assegno di ricerca;M;36,5
2019;07101;Foggia - Università degli studi;Puglia;SUD;1PO;Prof. I fascia (ordinario);F;56,6
2019;07101;Foggia - Università degli studi;Puglia;SUD;1PO;Prof. I fascia (ordinario);M;57,2
2019;07101;Foggia - Università degli studi;Puglia;SUD;2PA;Prof. II fascia (associato);M;51,4
2019;07101;Foggia - Università degli studi;Puglia;SUD;2PA;Prof. II fascia (associato);F;49,2
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38,7
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,2
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;35,8
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,3
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;F;47,3
2019;07101;Foggia - Università degli studi;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;M;48,7
2019;07101;Foggia - Università degli studi;Puglia;SUD;4AR;Titolare di assegno di ricerca;F;36,7
2019;07101;Foggia - Università degli studi;Puglia;SUD;4AR;Titolare di assegno di ricerca;M;39,0
2019;07201;Bari - Università degli studi;Puglia;SUD;1PO;Prof. I fascia (ordinario);M;59,5
2019;07201;Bari - Università degli studi;Puglia;SUD;1PO;Prof. I fascia (ordinario);F;58,3
2019;07201;Bari - Università degli studi;Puglia;SUD;2PA;Prof. II fascia (associato);M;53,8
2019;07201;Bari - Università degli studi;Puglia;SUD;2PA;Prof. II fascia (associato);F;53,1
2019;07201;Bari - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39,8
2019;07201;Bari - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39,0
2019;07201;Bari - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40,9
2019;07201;Bari - Università degli studi;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40,7
2019;07201;Bari - Università degli studi;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;F;50,6
2019;07201;Bari - Università degli studi;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;M;52,5
2019;07201;Bari - Università degli studi;Puglia;SUD;4AR;Titolare di assegno di ricerca;M;35,6
2019;07201;Bari - Università degli studi;Puglia;SUD;4AR;Titolare di assegno di ricerca;F;34,6
2019;07202;Bari - Politecnico;Puglia;SUD;1PO;Prof. I fascia (ordinario);F;58,2
2019;07202;Bari - Politecnico;Puglia;SUD;1PO;Prof. I fascia (ordinario);M;55,6
2019;07202;Bari - Politecnico;Puglia;SUD;2PA;Prof. II fascia (associato);F;50,7
2019;07202;Bari - Politecnico;Puglia;SUD;2PA;Prof. II fascia (associato);M;52,4
2019;07202;Bari - Politecnico;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;32,8
2019;07202;Bari - Politecnico;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37,7
2019;07202;Bari - Politecnico;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42,4
2019;07202;Bari - Politecnico;Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;39,4
2019;07202;Bari - Politecnico;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;F;48,7
2019;07202;Bari - Politecnico;Puglia;SUD;3RU;Ricercatore a tempo indeterminato;M;53,2
2019;07202;Bari - Politecnico;Puglia;SUD;4AR;Titolare di assegno di ricerca;F;34,6
2019;07202;Bari - Politecnico;Puglia;SUD;4AR;Titolare di assegno di ricerca;M;34,7
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;1PO;Prof. I fascia (ordinario);F;55,5
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;1PO;Prof. I fascia (ordinario);M;51,5
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;2PA;Prof. II fascia (associato);F;52,0
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;2PA;Prof. II fascia (associato);M;46,4
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;30,0
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;41,0
2019;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;3RU;Ricercatore a tempo indeterminato;F;46,0
